35.22.16.99,139.24.59.78
32.29.59.3,131.26.49.7
32.30.34.9,131.40.39.8
31.55.6.8,131.20.26.5
32.6.52.8,130.20.6.9
31.44.5.4,130.41.32.1
31.26.41.9,131.2.51.9
31.31.59,130.31.16.9
31.20.4.5,130.25.2.3
31.34.29.9,130.31.49.9
31.23.11.5,130.51.46.5
30.25.18.9,130.34.25.6
31.50.53.2,130.14.58.4
31.46.34.9,130.18.0.4
31.39.44.4,130.29.11.1
31.37.49.3,130.31.28.2
31.36.19.1,130.32.14
31.35.36.9,130.33.9.7
31.41.54.8,131.0.25.1
31.43.1.4,130.37.9.6
31.36.32.3,130.34.9.1
31.36.14.5,130.33.49.3
31.17.56,130.18.29
31.22.28.6,130.21.40.1
31.30.25.5,130.30.41.8
31.32.20.4,130.32.5.1
31.32.33.4,130.32.24.5
31.33.19,130.32.43.5
31.33.26.1,130.32.49.1
31.34.54.3,130.33.44.9
31.35.28.5,130.33.23.5
31.15.42.8,130.37.37.9
31.24.20.5,130.31.48.6
31.27.1.7,130.30.54.1
31.27.15.2,130.43.32.3
31.23.53.6,130.53.23
31.29.10.7,130.41.51.4
31.28.34.4,131.6.11.1
31.29.21.1,130.42.0.4
31.24.25.6,130.51.0.9
31.23.40.5,130.56.51
31.25.24.8,130.45.32.2
31.50.8.9,129.51.59.8
31.42.25.8,129.44.28.2
28.13.38.5,129.22.2.6
28.10.29,129.20.58.7
28.9.46.8,129.17.24.5
28.9.53.8,129.17.27.8
28.16.22.8,129.17.42.5
28.15.20.1,129.19.51.4
26.19.13.3,127.45.32.7
26.19.57.5,127.47.53.7
26.11.50.3,127.42.4.3
26.22.45.1,127.51.22.7
26.21.7.7,127.49.3.7
26.11.35.2,127.39.35.2
26.7.1.4,127.40.7.3
26.16.2.7,127.43.2.8
26.15.43.7,127.42.46.2
26.27.15.2,127.54.59
26.27.15.2,127.55.8.8
26.20.6.2,127.47.19.8
